"jp_daily_newsletter_mary_ann_parsons_1_1850" "jp_morning_chronicle_anne_bird_1850" "jp_morning_chronicle_dr_ellis_1846" "jp_morning_chronicle_mary_ann_parsons_2_1850" "jp_morning_chronicle_sarah_brown_1846" "jp_morning_chronicle_susan_moir_1850" "jp_morning_chronicle_wife_murder_1851" "jp_sunday_times_questionable_charity_1850" "vl_daily_newsletter_corporal_punishment_1849" "vl_morning_chronicle_captain_johnstone_1846" "vl_morning_chronicle_law_of_assault_1850" "vl_morning_chronicle_matthewson_1846" "vl_morning_chronicle_north_family_1846" "vl_morning_chronicle_william_burn_1846" "vl_remarks_on_mr_fitzroys_bill_1853" "vl_sunday_times_punishment_of_children_1850"
"century" 0 0 0 0 0 0 0 0 0 0 0.0589622641509434 0 0 0 0.0421407501053519 0
"certainly" 0 0 0 0.0647249190938511 0.0742942050520059 0 0 0 0 0 0 0 0 0 0 0
"certainty" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"choice" 0 0 0 0 0 0 0 0 0 0 0 0 0.0608272506082725 0 0.0421407501053519 0
"church" 0 0 0 0 0 0 0 0 0 0 0 0 0.121654501216545 0 0 0
"civilized" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0.0589622641509434 0 0 0 0 0
"closely" 0 0 0 0.0647249190938511 0 0 0 0.126262626262626 0 0 0 0 0 0 0 0
"cold" 0 0.0564015792442188 0.0878734622144113 0 0 0 0 0 0 0 0 0 0 0 0 0
"commit" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0.0796178343949045 0 0
"commonest" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"commonplace" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"compensation" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0.0796178343949045 0 0
"complained" 0 0 0.175746924428823 0 0 0 0 0 0 0 0 0 0 0 0 0
"confers" 0 0 0 0 0 0 0.0797448165869219 0 0 0 0.0589622641509434 0 0 0 0 0
"confined" 0 0 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0.0796178343949045 0 0
"confinement" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"confounding" 0 0.112803158488438 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"congested" 0 0 0.175746924428823 0 0 0 0 0 0 0 0 0 0 0 0 0
"consciences" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"conscientiously" 0 0 0 0 0.0742942050520059 0 0 0 0.0871839581517001 0 0 0 0 0 0 0
"consciousness" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0.114285714285714
"consequently" 0 0 0 0 0 0 0.0797448165869219 0 0 0 0.0589622641509434 0 0 0 0 0
"consider" 0 0.0564015792442188 0.0878734622144113 0 0 0 0 0 0 0 0 0 0 0 0 0
"constantly" 0 0.112803158488438 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"contempt" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0 0.0608272506082725 0 0 0
"contused" 0 0 0 0 0 0.2710027100271 0 0 0 0 0 0 0 0 0 0
"convicting" 0 0 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0.114285714285714
"corpse" 0 0 0 0.129449838187702 0 0 0 0 0 0 0 0 0 0 0 0
"correction" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.159235668789809 0 0
"corresponding" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"court-martial" 0 0 0 0 0 0 0 0 0 0 0 0.149588631264024 0 0 0 0
"creed" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"criminality" 0 0.0564015792442188 0.0878734622144113 0 0 0 0 0 0 0 0 0 0 0 0 0
"crown" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"cruelly" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0.0796178343949045 0 0
"custody" 0 0 0 0 0 0 0 0 0 0 0 0 0.121654501216545 0 0 0
"custom" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"dangerous" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"deaths" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"decided" 0 0 0.0878734622144113 0 0 0 0 0 0 0 0 0 0 0 0 0.114285714285714
"decides" 0 0 0 0 0 0 0 0 0 0 0 0 0.121654501216545 0 0 0
"deep" 0 0 0 0 0 0.13550135501355 0.0797448165869219 0 0 0 0 0 0 0 0 0
"degraded" 0 0 0 0 0 0 0.0797448165869219 0 0.0871839581517001 0 0 0 0 0 0 0
"delay" 0 0 0 0 0 0 0 0 0 0 0.0589622641509434 0 0 0 0.0421407501053519 0
"deny" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0.074794315632012 0 0 0 0
"depraving" 0 0.112803158488438 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"depravity" 0.100300902708124 0 0 0 0 0 0 0 0 0 0.0589622641509434 0 0 0 0 0
"deprived" 0 0 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0.0796178343949045 0 0
"derived" 0 0 0 0 0.0742942050520059 0 0 0 0 0 0 0.074794315632012 0 0 0 0
"designation" 0 0.0564015792442188 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0 0
"desirable" 0 0 0.0878734622144113 0 0 0 0 0 0 0 0 0.074794315632012 0 0 0 0
"desired" 0 0 0 0 0 0 0 0 0 0 0 0 0.121654501216545 0 0 0
"despise" 0 0 0 0 0 0 0 0 0 0 0 0 0.0608272506082725 0 0.0421407501053519 0
"deter" 0 0 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0.0796178343949045 0 0
"deterring" 0 0 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0 0.0421407501053519 0
"die" 0 0 0.0878734622144113 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0 0
"difficult" 0 0 0.0878734622144113 0 0 0 0 0 0 0 0 0 0.0608272506082725 0 0 0
"diminution" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"directed" 0 0.0564015792442188 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0 0 0
"directly" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"disagreeable" 0 0 0 0 0 0 0 0 0 0 0 0.074794315632012 0 0 0.0421407501053519 0
"discover" 0 0 0 0 0 0 0 0 0 0 0 0 0.0608272506082725 0 0.0421407501053519 0
"discuss" 0 0 0 0 0.0742942050520059 0 0 0 0 0 0 0 0.0608272506082725 0 0 0
"disgrace" 0 0 0 0 0 0 0.159489633173844 0 0 0 0 0 0 0 0 0
"distance" 0 0 0 0 0 0 0 0 0.0871839581517001 0.116959064327485 0 0 0 0 0 0
"distinct" 0.100300902708124 0 0 0 0 0 0 0 0 0 0 0 0.0608272506082725 0 0 0
"doings" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"dread" 0 0 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0 0.0421407501053519 0
"dull" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0 0.114285714285714
"during" 0.100300902708124 0 0 0 0 0 0 0 0 0 0 0 0 0.0796178343949045 0 0
"dwellings" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"effects" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0.0608272506082725 0 0 0
"effectual" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0842815002107038 0
"effectually" 0 0 0 0 0 0 0.0797448165869219 0 0 0.116959064327485 0 0 0 0 0 0
"efficacy" 0 0 0.0878734622144113 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"elements" 0 0 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"employed" 0 0 0 0 0 0 0 0.126262626262626 0 0 0 0.074794315632012 0 0 0 0
"enabling" 0 0 0 0 0 0 0 0.252525252525253 0 0 0 0 0 0 0 0
"encouragement" 0 0 0 0 0.0742942050520059 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"ends" 0 0 0 0 0 0 0 0 0.0871839581517001 0 0.0589622641509434 0 0 0 0 0
"english" 0 0 0 0 0 0 0.0797448165869219 0 0 0 0.0589622641509434 0 0 0 0 0
"ensues" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0.0589622641509434 0 0 0 0 0
"entrusted" 0 0 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0 0.0421407501053519 0
"erroneous" 0 0 0 0 0 0 0 0.252525252525253 0 0 0 0 0 0 0 0
"escaping" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"essential" 0 0 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"everybody" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"examined" 0 0 0.175746924428823 0 0 0 0 0 0 0 0 0 0 0 0 0
"example" 0 0 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0 0.0421407501053519 0
"excessive" 0 0.0564015792442188 0.0878734622144113 0 0 0 0 0 0 0 0 0 0 0 0 0
"excite" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0.0796178343949045 0 0
"excites" 0 0.0564015792442188 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0 0
"excluded" 0 0 0 0 0 0 0 0 0 0 0 0 0.121654501216545 0 0 0
"excuse" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.159235668789809 0 0
"exemplifies" 0 0.0564015792442188 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0 0 0
"exerted" 0 0 0 0 0.0742942050520059 0 0 0 0 0 0.0589622641509434 0 0 0 0 0
"exhibiting" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"exist" 0 0 0 0 0 0 0 0 0 0 0.0589622641509434 0.074794315632012 0 0 0 0
"exists" 0 0.0564015792442188 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"experience" 0 0 0 0 0 0.13550135501355 0 0 0 0 0 0 0 0 0.0421407501053519 0
"exposed" 0 0 0 0 0 0 0.159489633173844 0 0 0 0 0 0 0 0 0
"exposure" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"express" 0 0 0 0 0 0 0 0.126262626262626 0 0 0 0 0.0608272506082725 0 0 0
"expression" 0 0 0 0 0 0.13550135501355 0 0 0 0.116959064327485 0 0 0 0 0 0
"extending" 0 0.0564015792442188 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0 0
"external" 0.100300902708124 0 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0 0
"extract" 0 0 0 0 0 0 0.0797448165869219 0 0.0871839581517001 0 0 0 0 0 0 0
"fail" 0 0 0 0 0 0.13550135501355 0 0 0 0 0 0 0 0 0.0421407501053519 0
"fall" 0 0 0.0878734622144113 0 0 0 0 0 0 0 0 0.074794315632012 0 0 0 0
"familiar" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0.0796178343949045 0 0
"fatal" 0 0 0 0.129449838187702 0 0 0 0 0 0 0 0 0 0 0 0
"fathers" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0 0 0.114285714285714
"favourable" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"features" 0 0 0 0.0647249190938511 0 0.13550135501355 0 0 0 0 0 0 0 0 0 0
"feet" 0.100300902708124 0 0 0 0 0 0 0 0 0 0.0589622641509434 0 0 0 0 0
"fellow-creature" 0 0.0564015792442188 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0 0
"finds" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"fixed" 0 0 0 0 0 0 0 0 0 0 0 0.074794315632012 0 0.0796178343949045 0 0
"foot" 0.100300902708124 0 0 0 0 0.13550135501355 0 0 0 0 0 0 0 0 0 0
"force" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0 0 0.114285714285714
"forgotten" 0 0 0.0878734622144113 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0 0
"form" 0 0 0 0 0 0 0 0 0 0 0 0 0.0608272506082725 0 0.0421407501053519 0
"formed" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"fortnight" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.159235668789809 0 0
"framed" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"frequently" 0.100300902708124 0 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0 0 0
"friends" 0 0 0 0 0 0.13550135501355 0 0 0 0 0 0 0.0608272506082725 0 0 0
"functionaries" 0 0.0564015792442188 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0 0 0
"further" 0 0 0 0 0 0 0 0.126262626262626 0 0 0.0589622641509434 0 0 0 0 0
"gain" 0 0 0 0 0 0 0 0.252525252525253 0 0 0 0 0 0 0 0
"goes" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0 0.114285714285714
"grand" 0 0 0 0 0 0.13550135501355 0.0797448165869219 0 0 0 0 0 0 0 0 0
"gravest" 0 0.0564015792442188 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0 0 0
"greatest" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0.0608272506082725 0 0 0
"gross" 0 0 0.0878734622144113 0 0 0 0 0 0 0 0.0589622641509434 0 0 0 0 0
"ground" 0 0 0 0 0.0742942050520059 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"grounds" 0 0 0 0.0647249190938511 0 0 0 0.126262626262626 0 0 0 0 0 0 0 0
"guarantee" 0 0 0.0878734622144113 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"habit" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0 0 0.0608272506082725 0 0 0
"happen" 0 0 0 0 0 0 0 0 0 0 0.117924528301887 0 0 0 0 0
"happened" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0.074794315632012 0 0 0 0
"heir-at-law" 0 0 0 0 0 0 0 0 0 0 0 0 0.121654501216545 0 0 0
"here" 0 0 0 0 0 0 0 0.126262626262626 0 0 0 0 0.0608272506082725 0 0 0
"higher" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0.0796178343949045 0 0
"hired" 0.100300902708124 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"hold" 0 0 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"home" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"honour" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"horses" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.159235668789809 0 0
"humanity-mongering" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"hunger" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0.0796178343949045 0 0
"husbands" 0 0 0 0 0 0.2710027100271 0 0 0 0 0 0 0 0 0 0
"hydropathic" 0 0 0.175746924428823 0 0 0 0 0 0 0 0 0 0 0 0 0
"ignorant" 0.100300902708124 0 0.0878734622144113 0 0 0 0 0 0 0 0 0 0 0 0 0
"ill" 0.100300902708124 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"ill-treating" 0 0 0 0 0 0 0.159489633173844 0 0 0 0 0 0 0 0 0
"imaginary" 0 0 0 0 0 0 0 0 0 0 0 0 0.0608272506082725 0 0.0421407501053519 0
"imagined" 0 0 0 0.0647249190938511 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"immediate" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"importance" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"imposed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0796178343949045 0.0421407501053519 0
"impossible" 0 0 0 0 0 0 0 0 0 0 0.0589622641509434 0.074794315632012 0 0 0 0
"impressed" 0 0 0 0 0 0 0 0 0 0 0.0589622641509434 0 0 0 0.0421407501053519 0
"improbable" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"incessantly" 0.100300902708124 0 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0 0
"inclinations" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"including" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"inconsistent" 0 0 0.0878734622144113 0 0 0 0 0 0 0 0.0589622641509434 0 0 0 0 0
"inconvenience" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0796178343949045 0.0421407501053519 0
"indicated" 0.100300902708124 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"indication" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0842815002107038 0
"indirectly" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0 0.074794315632012 0 0 0 0
"indistinct" 0 0 0 0 0.0742942050520059 0 0 0 0 0 0 0 0.0608272506082725 0 0 0
"individuality" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"inducements" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"indulge" 0 0 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0.0796178343949045 0 0
"industrious" 0.100300902708124 0 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"inferior" 0 0 0 0.0647249190938511 0 0 0 0 0.0871839581517001 0 0 0 0 0 0 0
"influenced" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"influences" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"injustice" 0 0 0 0 0.0742942050520059 0 0 0.126262626262626 0 0 0 0 0 0 0 0
"inquest" 0 0 0 0 0.0742942050520059 0.13550135501355 0 0 0 0 0 0 0 0 0 0
"inscribed" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"insignificance" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0796178343949045 0.0421407501053519 0
"institutions" 0 0 0 0 0 0 0 0 0 0 0.0589622641509434 0 0 0 0.0421407501053519 0
"instructed" 0 0 0.175746924428823 0 0 0 0 0 0 0 0 0 0 0 0 0
"instruction" 0 0 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0 0.0421407501053519 0
"instrument" 0.100300902708124 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"instruments" 0 0 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"intense" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"intentions" 0 0 0 0 0 0 0 0 0 0 0 0 0.121654501216545 0 0 0
"investigation" 0 0 0.0878734622144113 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0 0
"irregular" 0 0 0.175746924428823 0 0 0 0 0 0 0 0 0 0 0 0 0
"j" 0 0 0 0 0 0 0 0 0 0 0 0 0.121654501216545 0 0 0
"january" 0.100300902708124 0 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0 0
"johnstone" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"judging" 0 0 0.0878734622144113 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0 0
"judgments" 0 0 0 0 0 0 0.159489633173844 0 0 0 0 0 0 0 0 0
"juryman" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"justified" 0 0 0 0 0 0 0.0797448165869219 0 0 0 0.0589622641509434 0 0 0 0 0
"justly" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"k" 0 0 0 0 0 0 0 0 0 0 0 0 0.121654501216545 0 0 0
"keep" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0 0.074794315632012 0 0 0 0
"kenealy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.228571428571429
"kept" 0 0.0564015792442188 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0 0
"killed" 0 0.0564015792442188 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"kindness" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0796178343949045 0.0421407501053519 0
"kinds" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0842815002107038 0
"knight" 0 0 0 0 0 0 0 0 0 0 0 0 0.121654501216545 0 0 0
"labourer" 0 0 0 0 0 0 0 0.126262626262626 0 0 0 0 0 0 0.0421407501053519 0
"lady" 0 0 0.0878734622144113 0 0 0 0 0 0 0 0 0 0.0608272506082725 0 0 0
"lamentable" 0 0 0.0878734622144113 0 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"lash" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.228571428571429
"late" 0 0.0564015792442188 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0 0 0
"latter" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"learnt" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"leaving" 0 0 0 0 0 0 0 0 0 0 0.0589622641509434 0 0.0608272506082725 0 0 0
"left" 0 0 0 0 0.0742942050520059 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"legislative" 0 0 0 0 0 0 0 0 0.0871839581517001 0 0.0589622641509434 0 0 0 0 0
"length" 0.100300902708124 0 0 0 0 0 0 0 0 0 0 0 0.0608272506082725 0 0 0
"lenity" 0.100300902708124 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"liberty" 0 0 0 0 0 0 0 0 0 0 0.0589622641509434 0 0.0608272506082725 0 0 0
"lies" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"limited" 0 0 0 0 0 0 0 0 0.0871839581517001 0 0 0 0.0608272506082725 0 0 0
"limits" 0 0 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0 0.114285714285714
"literally" 0 0 0 0 0 0.13550135501355 0 0 0 0.116959064327485 0 0 0 0 0 0
"lives" 0 0 0 0.0647249190938511 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"lodged" 0 0 0 0 0 0.13550135501355 0 0 0 0 0 0 0 0 0.0421407501053519 0
"low" 0 0 0 0 0 0.13550135501355 0 0 0 0 0 0 0 0.0796178343949045 0 0
"lunacy" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"lunatic" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"mad" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"madhouse" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"madness" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"magnanimity" 0 0 0 0 0 0 0 0 0.0871839581517001 0 0 0.074794315632012 0 0 0 0
"male" 0 0 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0.0796178343949045 0 0
"manifestations" 0 0.0564015792442188 0 0.0647249190938511 0 0 0 0 0 0 0 0 0 0 0 0
"martin" 0 0 0 0 0.0742942050520059 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"mass" 0 0.0564015792442188 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"matters" 0 0 0 0.129449838187702 0 0 0 0 0 0 0 0 0 0 0 0
"mawkish" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"me" 0 0 0 0 0 0 0 0.252525252525253 0 0 0 0 0 0 0 0
"measures" 0 0.0564015792442188 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"mental" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"mercy" 0 0 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0.0796178343949045 0 0
"metaphorical" 0 0 0 0 0 0 0 0 0 0.116959064327485 0.0589622641509434 0 0 0 0 0
"mildness" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0.0589622641509434 0 0 0 0 0
"minor" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0
"miraculous" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"misdeeds" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0 0 0.0796178343949045 0 0
"misery" 0 0 0 0 0.0742942050520059 0 0 0 0 0 0 0 0 0 0 0.114285714285714
"misuse" 0 0 0 0.0647249190938511 0 0 0 0 0 0 0.0589622641509434 0 0 0 0 0
"morbid" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"mortal" 0 0 0 0.129449838187702 0 0 0 0 0 0 0 0 0 0 0 0
"motto" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"murdered" 0 0 0 0.129449838187702 0 0 0 0 0 0 0 0 0 0 0 0
"murders" 0 0 0 0 0 0 0 0 0 0.116959064327485 0 0.074794315632012 0 0 0 0
"nay" 0 0 0 0 0 0 0 0 0 0 0 0 0.121654501216545 0 0 0
"neck" 0.200601805416249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"neglect" 0 0.0564015792442188 0 0 0 0 0 0 0 0 0 0.074794315632012 0 0 0 0
"negligence" 0 0 0.175746924428823 0 0 0 0 0 0 0 0 0 0 0 0 0
"nervous" 0 0 0 0.129449838187702 0 0 0 0 0 0 0 0 0 0 0 0
"newspaper" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0421407501053519 0.114285714285714
"noise" 0.200601805416249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"objections" 0 0 0 0 0 0 0 0.126262626262626 0 0 0 0 0 0 0.0421407501053519 0
"obligation" 0 0 0 0 0 0 0 0 0 0 0.117924528301887 0 0 0 0 0
"obscurity" 0 0.0564015792442188 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"occasion" 0.100300902708124 0 0 0 0 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"occasionally" 0 0 0 0 0.0742942050520059 0 0.0797448165869219 0 0 0 0 0 0 0 0 0
"occurred" 0 0 0 0 0 0 0.159489633173844 0 0 0 0 0 0 0 0 0
"offenders" 0 0.0564015792442188 0 0 0 0 0 0 0.0871839581517001 0 0 0 0 0 0 0
"one-half" 0 0 0 0 0.148588410104012 0 0 0 0 0 0 0 0 0 0 0
"opinions" 0 0 0 0 0 0 0 0.126262626262626 0 0 0 0 0 0 0.0421407501053519 0
"opposite" 0 0 0 0 0 0 0 0.126262626262626 0 0 0 0 0 0 0.0421407501053519 0
"ordered" 0.200601805416249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
